age,balance,duration,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
27,671,332,student,single,secondary,no,yes,no,unknown,7,may,2,-1,0,unknown,no
30,371,124,technician,married,secondary,no,no,no,cellular,7,aug,2,-1,0,unknown,no
51,-3,91,technician,married,tertiary,no,no,no,cellular,25,aug,9,-1,0,unknown,no
33,11,104,management,married,secondary,no,yes,no,cellular,4,may,3,-1,0,unknown,no
32,33,125,blue-collar,single,secondary,no,yes,no,cellular,18,may,1,368,4,failure,no
43,104,635,entrepreneur,married,secondary,no,yes,no,cellular,18,jul,3,-1,0,unknown,yes
46,174,90,blue-collar,married,primary,no,no,yes,cellular,15,jul,1,-1,0,unknown,no
32,3107,310,management,married,tertiary,no,yes,yes,cellular,25,jul,1,-1,0,unknown,no
40,1438,207,services,married,secondary,no,yes,no,cellular,6,may,1,351,2,failure,no
39,1367,43,blue-collar,married,secondary,no,no,no,unknown,12,jun,1,-1,0,unknown,no
51,-11,126,blue-collar,married,primary,no,no,no,telephone,16,jul,4,-1,0,unknown,no
46,1693,137,admin.,single,secondary,no,yes,no,cellular,25,jan,1,97,1,success,no
43,778,284,blue-collar,married,primary,no,yes,yes,unknown,15,may,5,-1,0,unknown,no
36,837,68,technician,married,tertiary,no,no,no,cellular,28,aug,6,-1,0,unknown,no
48,363,67,management,married,tertiary,no,no,no,cellular,18,nov,1,-1,0,unknown,no
26,236,8,admin.,single,secondary,no,yes,yes,cellular,18,may,2,-1,0,unknown,no
39,0,62,admin.,single,unknown,no,yes,no,cellular,11,may,1,-1,0,unknown,no
47,-50,175,management,married,tertiary,no,no,yes,cellular,7,jul,1,-1,0,unknown,no
23,4,395,entrepreneur,single,primary,no,yes,no,unknown,13,may,2,-1,0,unknown,yes
54,26306,27,management,divorced,tertiary,no,yes,no,cellular,11,feb,1,84,3,failure,no
38,46,195,admin.,married,secondary,no,yes,yes,unknown,6,may,1,-1,0,unknown,no
33,575,254,technician,married,secondary,no,no,yes,cellular,4,feb,2,-1,0,unknown,no
35,148,199,admin.,divorced,secondary,no,no,yes,cellular,8,jul,1,-1,0,unknown,no
52,431,73,services,married,secondary,no,no,no,cellular,26,aug,17,-1,0,unknown,no
25,777,351,technician,single,tertiary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
29,199,1689,management,married,tertiary,no,yes,yes,unknown,7,may,4,-1,0,unknown,yes
35,3552,267,technician,single,tertiary,no,no,no,cellular,21,nov,1,-1,0,unknown,no
49,47,234,services,married,secondary,no,no,no,unknown,5,may,2,-1,0,unknown,no
41,3823,234,admin.,divorced,secondary,no,no,no,cellular,26,apr,10,-1,0,unknown,no
32,138,94,management,married,tertiary,no,no,no,cellular,20,aug,4,-1,0,unknown,no
29,1117,77,admin.,single,secondary,no,yes,no,unknown,8,may,2,-1,0,unknown,no
28,1325,242,blue-collar,married,secondary,no,yes,no,cellular,15,may,1,-1,0,unknown,no
59,0,247,retired,married,secondary,no,no,no,cellular,18,jul,4,-1,0,unknown,no
34,4343,85,entrepreneur,married,tertiary,no,no,no,unknown,9,jun,4,-1,0,unknown,no
55,1598,607,management,divorced,tertiary,no,no,no,cellular,22,aug,4,-1,0,unknown,no
34,3301,485,management,married,tertiary,no,yes,no,cellular,17,jun,2,227,4,failure,yes
24,822,184,student,single,secondary,no,no,no,cellular,27,oct,1,91,2,failure,yes
42,-280,258,technician,divorced,secondary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
34,1534,156,management,single,unknown,no,yes,no,cellular,16,apr,1,147,7,other,no
34,1671,160,admin.,married,secondary,no,no,no,unknown,21,may,1,-1,0,unknown,no
51,2007,1021,self-employed,married,tertiary,no,no,no,unknown,16,jun,1,-1,0,unknown,no
58,0,5,blue-collar,married,primary,no,yes,no,cellular,31,jul,25,-1,0,unknown,no
44,2776,701,technician,married,secondary,no,yes,no,cellular,27,jan,1,-1,0,unknown,yes
33,139,732,blue-collar,married,secondary,no,yes,yes,cellular,18,may,2,291,5,failure,yes
34,573,122,management,married,tertiary,no,no,no,cellular,10,aug,1,-1,0,unknown,no
34,475,559,admin.,married,secondary,no,yes,no,unknown,7,may,1,-1,0,unknown,no
42,47,141,blue-collar,divorced,secondary,no,yes,yes,unknown,8,may,1,-1,0,unknown,no
46,2154,87,management,single,tertiary,no,yes,no,cellular,21,jul,4,-1,0,unknown,no
31,96,577,self-employed,single,tertiary,no,no,no,cellular,5,feb,1,-1,0,unknown,no
39,83,193,entrepreneur,married,tertiary,no,yes,no,cellular,11,jul,2,-1,0,unknown,no
34,6766,210,management,single,tertiary,no,no,no,cellular,28,aug,5,-1,0,unknown,no
47,3973,732,technician,married,secondary,no,no,no,cellular,6,aug,2,-1,0,unknown,no
42,372,121,services,divorced,secondary,no,yes,yes,unknown,6,may,2,-1,0,unknown,no
48,-552,150,blue-collar,single,secondary,no,no,yes,cellular,21,nov,2,-1,0,unknown,no
30,48,140,self-employed,single,tertiary,no,no,no,cellular,21,nov,1,-1,0,unknown,no
38,7696,386,technician,married,secondary,no,yes,no,cellular,20,nov,2,-1,0,unknown,no
24,4500,733,services,married,secondary,no,yes,no,cellular,11,may,2,-1,0,unknown,yes
34,1,108,technician,married,secondary,no,yes,no,cellular,19,nov,1,-1,0,unknown,no
46,46,80,management,single,tertiary,no,no,yes,cellular,17,nov,1,152,1,failure,no
32,-18,155,admin.,divorced,secondary,yes,yes,no,unknown,12,may,3,-1,0,unknown,no
46,451,389,services,married,secondary,no,yes,yes,cellular,13,may,4,-1,0,unknown,no
26,479,133,self-employed,married,tertiary,no,yes,no,cellular,9,feb,3,-1,0,unknown,no
42,0,328,blue-collar,married,secondary,no,yes,no,cellular,21,nov,6,-1,0,unknown,no
50,1130,119,technician,married,secondary,no,yes,no,cellular,23,jul,2,-1,0,unknown,no
41,389,87,blue-collar,married,primary,no,yes,no,unknown,16,jun,6,-1,0,unknown,no
34,10,162,admin.,single,secondary,no,no,yes,cellular,18,nov,1,173,3,failure,no
32,401,294,services,married,secondary,no,yes,no,unknown,15,may,2,-1,0,unknown,no
58,145,128,housemaid,single,tertiary,no,yes,yes,cellular,16,jul,2,-1,0,unknown,no
45,115,108,technician,married,secondary,no,yes,no,cellular,6,may,1,-1,0,unknown,no
28,89,172,admin.,single,secondary,no,yes,yes,cellular,6,feb,2,-1,0,unknown,no
35,94,208,technician,married,secondary,no,yes,yes,unknown,14,may,5,-1,0,unknown,no
39,1438,212,services,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
49,780,148,unemployed,divorced,tertiary,no,no,no,cellular,8,nov,1,871,2,failure,no
50,207,99,management,married,tertiary,no,yes,no,cellular,4,feb,1,-1,0,unknown,no
37,238,185,management,married,tertiary,no,no,no,cellular,3,feb,1,92,1,success,yes
45,2433,133,blue-collar,married,primary,no,no,no,cellular,6,aug,2,-1,0,unknown,no
30,1924,170,housemaid,single,secondary,no,no,no,cellular,6,feb,1,-1,0,unknown,no
48,-471,668,unemployed,married,tertiary,no,yes,no,unknown,19,may,7,-1,0,unknown,no
36,1531,81,management,single,tertiary,no,yes,no,cellular,8,may,3,170,1,failure,no
41,764,230,management,single,secondary,no,no,no,cellular,12,jun,2,-1,0,unknown,no
55,383,287,blue-collar,married,secondary,no,no,no,unknown,5,may,1,-1,0,unknown,no
70,3782,618,retired,married,primary,no,no,no,cellular,16,mar,1,-1,0,unknown,no
41,326,788,management,married,tertiary,no,yes,no,cellular,5,may,1,-1,0,unknown,yes
47,691,285,services,divorced,secondary,no,no,no,cellular,6,feb,6,-1,0,unknown,no
34,0,163,technician,single,secondary,no,no,no,cellular,21,aug,2,-1,0,unknown,no
33,99,159,management,single,tertiary,no,no,no,cellular,8,jul,1,-1,0,unknown,no
58,502,197,retired,married,secondary,no,yes,no,cellular,12,may,2,370,3,failure,no
51,-15,212,management,married,tertiary,no,no,no,cellular,25,jul,2,-1,0,unknown,no
45,1929,44,management,married,tertiary,no,yes,no,unknown,29,may,15,-1,0,unknown,no
55,0,180,admin.,married,secondary,no,no,no,cellular,23,sep,2,238,3,success,no
30,185,11,blue-collar,single,primary,no,no,no,unknown,26,jun,1,-1,0,unknown,no
33,-424,863,management,single,secondary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
27,0,388,services,single,secondary,no,yes,no,unknown,7,may,7,-1,0,unknown,no
59,319,143,retired,married,secondary,no,yes,no,unknown,5,may,3,-1,0,unknown,no
34,171,191,management,single,tertiary,no,yes,no,cellular,7,may,1,294,1,failure,no
47,-1148,62,technician,divorced,tertiary,no,yes,yes,unknown,27,may,2,-1,0,unknown,no
44,-11,13,blue-collar,married,primary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
35,0,1073,admin.,single,secondary,no,yes,no,cellular,13,may,1,-1,0,unknown,yes
45,-206,337,management,married,tertiary,no,yes,no,cellular,6,may,2,-1,0,unknown,no
42,704,88,blue-collar,married,primary,no,yes,yes,telephone,31,jul,10,-1,0,unknown,no
38,1931,167,technician,married,secondary,no,no,no,cellular,2,jun,1,298,10,other,no
34,943,96,technician,single,secondary,no,no,no,cellular,29,aug,4,-1,0,unknown,no
35,327,537,technician,married,secondary,no,yes,no,cellular,13,apr,3,-1,0,unknown,no
29,-105,5,management,single,secondary,no,yes,no,unknown,27,may,3,-1,0,unknown,no
58,983,139,retired,married,secondary,no,no,no,cellular,5,aug,1,-1,0,unknown,no
44,787,570,blue-collar,single,primary,no,yes,no,unknown,30,may,2,-1,0,unknown,no
45,0,100,entrepreneur,married,tertiary,no,yes,no,cellular,29,jul,3,-1,0,unknown,no
43,3060,253,blue-collar,married,secondary,no,yes,no,unknown,15,may,2,-1,0,unknown,no
44,5780,525,services,married,secondary,no,yes,no,cellular,1,apr,2,-1,0,unknown,no
30,790,696,technician,single,secondary,no,no,no,cellular,20,aug,3,-1,0,unknown,no
38,1449,535,unemployed,married,tertiary,no,no,no,unknown,26,may,6,-1,0,unknown,no
50,1412,131,technician,married,secondary,no,no,no,cellular,6,aug,3,-1,0,unknown,no
21,681,6,student,single,secondary,no,no,no,unknown,20,aug,1,-1,0,unknown,no
38,228,105,entrepreneur,married,tertiary,no,yes,no,cellular,5,feb,1,-1,0,unknown,no
42,0,370,admin.,married,secondary,no,no,no,unknown,19,jun,1,-1,0,unknown,no
45,2087,29,technician,single,tertiary,no,no,no,cellular,29,aug,14,-1,0,unknown,no
34,2,184,entrepreneur,married,secondary,no,yes,yes,cellular,5,may,1,167,6,failure,no
48,197,47,technician,married,secondary,no,no,yes,cellular,3,feb,2,222,3,other,no
34,0,193,services,married,secondary,no,no,yes,unknown,2,jul,4,-1,0,unknown,no
32,1905,709,blue-collar,married,secondary,no,yes,no,cellular,16,jul,2,-1,0,unknown,yes
35,118,358,technician,married,tertiary,no,no,no,cellular,6,aug,2,-1,0,unknown,no
39,2644,253,entrepreneur,married,tertiary,no,yes,no,unknown,20,may,1,-1,0,unknown,no
36,16430,197,self-employed,married,tertiary,no,yes,no,unknown,6,jun,3,-1,0,unknown,no
35,13,94,technician,married,secondary,no,no,no,cellular,22,aug,2,-1,0,unknown,no
57,14,445,services,divorced,secondary,no,no,yes,cellular,22,jul,2,-1,0,unknown,no
28,769,153,technician,single,secondary,no,yes,no,cellular,15,may,1,371,2,failure,no
43,3485,113,admin.,married,unknown,no,no,no,unknown,18,jun,1,-1,0,unknown,no
57,139,80,management,married,secondary,no,no,no,cellular,17,aug,1,-1,0,unknown,no
34,202,318,services,divorced,secondary,no,yes,no,unknown,15,may,1,-1,0,unknown,no
36,6,100,technician,married,tertiary,no,yes,no,cellular,27,jan,1,435,1,failure,no
47,2515,40,management,divorced,tertiary,no,no,no,unknown,20,jun,3,-1,0,unknown,no
36,5195,55,management,divorced,tertiary,no,yes,no,unknown,2,jun,25,-1,0,unknown,no
33,2098,67,management,married,tertiary,no,no,no,cellular,20,nov,1,-1,0,unknown,no
57,320,76,management,married,tertiary,no,no,no,cellular,7,aug,2,-1,0,unknown,no
57,3431,73,management,married,tertiary,no,yes,no,unknown,16,may,1,-1,0,unknown,no
34,50,89,admin.,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
51,370,109,housemaid,divorced,tertiary,no,yes,no,cellular,19,aug,3,-1,0,unknown,no
54,-182,98,blue-collar,divorced,primary,no,no,no,cellular,9,jul,1,-1,0,unknown,no
52,1623,21,self-employed,single,tertiary,no,yes,no,unknown,5,jun,17,-1,0,unknown,no
43,13342,465,entrepreneur,married,tertiary,no,yes,no,cellular,18,nov,1,-1,0,unknown,no
58,6570,106,retired,single,primary,no,no,no,cellular,21,jul,3,-1,0,unknown,no
53,225,304,admin.,married,secondary,no,yes,no,cellular,20,apr,1,340,1,failure,no
44,-665,342,management,married,secondary,no,no,no,cellular,30,jul,3,-1,0,unknown,no
29,0,16,management,single,tertiary,no,no,no,unknown,16,may,25,-1,0,unknown,no
27,54,543,services,single,secondary,no,yes,no,unknown,28,may,2,-1,0,unknown,yes
35,46,338,blue-collar,married,primary,no,no,no,cellular,8,jul,3,-1,0,unknown,no
40,2,197,self-employed,married,secondary,no,no,no,cellular,22,aug,5,-1,0,unknown,no
34,103,956,blue-collar,married,secondary,no,yes,yes,unknown,8,may,2,-1,0,unknown,no
38,883,95,admin.,single,secondary,no,yes,no,cellular,12,may,1,327,9,other,no
32,55,546,services,married,secondary,no,yes,no,unknown,15,may,9,-1,0,unknown,no
41,8238,124,admin.,married,secondary,no,yes,yes,unknown,30,may,4,-1,0,unknown,no
25,913,113,blue-collar,single,secondary,no,yes,no,cellular,7,jul,4,-1,0,unknown,no
38,595,245,blue-collar,divorced,secondary,no,yes,no,cellular,7,may,3,-1,0,unknown,no
26,7,188,technician,single,secondary,no,yes,no,cellular,22,jul,2,-1,0,unknown,no
37,1661,199,technician,single,tertiary,no,no,no,cellular,19,aug,5,-1,0,unknown,no
30,102,470,management,married,tertiary,no,yes,no,cellular,5,apr,7,426,3,other,yes
36,338,90,services,married,secondary,no,no,no,unknown,14,may,1,-1,0,unknown,no
33,3132,350,management,married,secondary,no,yes,no,unknown,23,may,5,-1,0,unknown,no
33,490,31,admin.,single,tertiary,no,yes,no,cellular,7,may,1,363,2,failure,no
35,2682,156,management,married,tertiary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
24,0,299,services,married,tertiary,no,yes,no,unknown,27,may,1,-1,0,unknown,no
29,596,510,unemployed,married,secondary,no,no,no,cellular,30,jan,2,-1,0,unknown,no
54,2059,177,blue-collar,married,secondary,no,yes,no,cellular,25,aug,4,-1,0,unknown,no
27,132,123,admin.,married,secondary,no,no,no,cellular,13,oct,2,-1,0,unknown,no
34,0,270,management,married,secondary,no,no,no,cellular,2,feb,1,-1,0,unknown,no
39,385,225,blue-collar,married,primary,no,yes,no,unknown,16,may,4,-1,0,unknown,no
38,223,63,management,married,tertiary,no,no,no,cellular,28,jan,1,-1,0,unknown,no
37,0,247,management,married,tertiary,no,yes,no,unknown,3,jun,13,-1,0,unknown,no
26,512,206,services,single,secondary,no,yes,yes,cellular,30,jan,5,239,3,failure,no
36,1169,168,entrepreneur,married,tertiary,no,yes,no,unknown,6,may,2,-1,0,unknown,no
35,71,836,management,single,tertiary,no,yes,no,unknown,21,may,12,-1,0,unknown,no
30,940,131,management,single,tertiary,no,no,no,cellular,8,aug,2,-1,0,unknown,no
25,-80,89,technician,single,secondary,no,yes,yes,unknown,3,jun,1,-1,0,unknown,no
34,0,116,technician,married,secondary,no,yes,no,cellular,29,aug,4,-1,0,unknown,no
52,1317,58,unknown,married,unknown,no,no,no,unknown,12,jun,1,-1,0,unknown,no
39,179,36,admin.,married,secondary,no,no,no,unknown,6,sep,1,-1,0,unknown,no
34,1007,240,management,married,secondary,no,yes,no,cellular,21,jul,2,-1,0,unknown,no
34,0,132,management,single,secondary,no,no,no,cellular,22,aug,4,-1,0,unknown,no
30,1286,544,services,married,secondary,no,yes,yes,cellular,17,jul,1,-1,0,unknown,no
33,804,266,services,married,secondary,no,yes,yes,unknown,8,may,1,-1,0,unknown,no
30,4,443,student,single,secondary,no,no,no,cellular,4,feb,2,-1,0,unknown,no
51,0,324,blue-collar,married,primary,no,yes,no,cellular,10,jul,1,-1,0,unknown,no
36,417,15,services,single,secondary,no,yes,no,cellular,6,feb,10,207,3,failure,no
48,1678,263,blue-collar,married,primary,no,no,no,cellular,28,jan,2,-1,0,unknown,no
37,532,199,services,divorced,secondary,no,yes,no,unknown,11,jun,1,-1,0,unknown,no
58,407,145,management,married,secondary,no,yes,no,cellular,29,jul,2,-1,0,unknown,no
56,659,56,management,divorced,tertiary,no,no,yes,cellular,2,jun,1,-1,0,unknown,no
34,393,11,blue-collar,married,secondary,no,yes,no,cellular,5,may,9,-1,0,unknown,no
33,661,411,admin.,divorced,secondary,no,yes,no,cellular,18,nov,1,173,2,other,no
26,0,165,services,single,secondary,no,no,no,cellular,29,jul,23,-1,0,unknown,no
40,838,619,management,single,unknown,no,yes,no,unknown,12,may,3,-1,0,unknown,no
35,195,203,services,married,secondary,no,yes,no,cellular,17,apr,1,-1,0,unknown,no
45,68,254,entrepreneur,married,secondary,no,yes,no,unknown,7,may,1,-1,0,unknown,no
37,-242,1149,technician,single,secondary,no,yes,no,cellular,13,aug,6,-1,0,unknown,yes
35,321,189,management,divorced,tertiary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
43,3403,707,services,single,secondary,no,yes,no,cellular,12,nov,2,97,2,success,yes
28,8,196,blue-collar,married,secondary,no,yes,no,cellular,15,may,1,-1,0,unknown,no
32,739,171,blue-collar,divorced,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
26,622,1451,unemployed,single,secondary,no,no,no,cellular,28,jan,2,-1,0,unknown,yes
35,152,563,services,married,secondary,no,yes,no,unknown,2,jun,1,-1,0,unknown,yes
35,2,239,technician,single,secondary,no,no,no,cellular,11,aug,4,-1,0,unknown,no
39,1439,73,blue-collar,married,secondary,no,yes,no,telephone,28,jul,6,-1,0,unknown,no
42,1491,203,blue-collar,divorced,secondary,no,yes,no,cellular,6,may,2,334,2,failure,no
32,6402,158,technician,single,secondary,no,yes,no,cellular,6,may,1,167,1,success,no
30,1210,100,unemployed,married,secondary,no,no,no,cellular,9,jul,4,-1,0,unknown,no
26,122,160,management,single,tertiary,no,no,yes,cellular,8,jul,1,-1,0,unknown,no
30,0,661,student,single,secondary,no,yes,no,cellular,19,nov,1,-1,0,unknown,no
32,62,166,management,married,tertiary,no,yes,no,cellular,14,may,1,-1,0,unknown,no
47,3333,114,services,married,secondary,no,yes,yes,cellular,29,jul,2,-1,0,unknown,no
33,16992,58,technician,married,tertiary,no,yes,no,unknown,29,may,1,-1,0,unknown,no
57,23,25,blue-collar,married,primary,no,yes,no,telephone,31,jul,8,-1,0,unknown,no
35,0,121,admin.,married,secondary,no,yes,no,cellular,7,may,2,-1,0,unknown,no
53,6072,226,technician,married,tertiary,no,no,yes,unknown,16,jun,4,-1,0,unknown,no
24,366,234,retired,single,secondary,no,no,yes,unknown,16,may,2,-1,0,unknown,no
54,0,88,management,divorced,tertiary,no,no,yes,cellular,10,jul,1,-1,0,unknown,no
31,1343,85,management,married,tertiary,no,yes,yes,unknown,21,may,1,-1,0,unknown,no
41,2105,134,entrepreneur,married,secondary,no,yes,no,cellular,18,nov,1,-1,0,unknown,no
44,2319,251,unknown,married,secondary,no,no,no,cellular,4,aug,3,-1,0,unknown,no
35,35,152,services,single,secondary,no,yes,no,cellular,14,may,1,-1,0,unknown,no
30,877,202,management,married,tertiary,no,no,no,cellular,13,aug,1,83,5,failure,no
43,30,379,blue-collar,single,primary,no,yes,no,unknown,30,may,17,-1,0,unknown,no
51,-2082,123,entrepreneur,married,secondary,yes,no,yes,cellular,28,jul,6,-1,0,unknown,no
60,89,156,retired,married,secondary,no,no,no,cellular,30,apr,2,-1,0,unknown,no
43,104,332,self-employed,married,secondary,no,no,no,unknown,17,jun,1,-1,0,unknown,no
31,1750,90,management,married,tertiary,no,yes,no,telephone,14,may,3,-1,0,unknown,no
56,772,291,management,married,primary,no,yes,no,telephone,20,nov,1,-1,0,unknown,no
42,1048,23,technician,married,secondary,no,yes,no,telephone,6,feb,2,-1,0,unknown,no
52,592,122,entrepreneur,married,primary,no,no,no,cellular,21,jul,2,-1,0,unknown,no
40,0,105,technician,married,secondary,no,yes,yes,cellular,26,jul,2,172,1,failure,no
36,3064,1143,services,married,secondary,no,yes,no,telephone,11,may,4,-1,0,unknown,no
40,33,70,services,married,primary,no,no,no,unknown,26,may,3,-1,0,unknown,no
46,0,264,blue-collar,married,secondary,no,yes,no,cellular,8,may,2,-1,0,unknown,no
32,1649,204,admin.,single,secondary,no,no,no,cellular,27,may,2,-1,0,unknown,no
31,287,182,housemaid,single,tertiary,no,yes,no,cellular,19,nov,1,-1,0,unknown,no
41,0,386,technician,divorced,secondary,no,yes,no,cellular,17,nov,2,-1,0,unknown,no
58,419,295,housemaid,married,primary,no,no,yes,unknown,5,jun,3,-1,0,unknown,no
36,257,86,services,married,secondary,no,yes,no,cellular,12,may,2,-1,0,unknown,no
52,118,16,technician,married,secondary,no,no,no,cellular,28,aug,20,-1,0,unknown,no
42,251,413,management,married,tertiary,no,no,no,cellular,20,aug,2,-1,0,unknown,no
32,1731,323,management,single,tertiary,no,yes,yes,unknown,29,may,3,-1,0,unknown,no
62,0,78,management,married,tertiary,no,no,no,cellular,13,oct,3,-1,0,unknown,no
31,23,121,technician,single,tertiary,no,no,no,cellular,25,aug,3,-1,0,unknown,no
41,-386,477,blue-collar,single,secondary,yes,no,yes,cellular,20,nov,1,-1,0,unknown,yes
34,5498,265,self-employed,married,tertiary,no,no,no,cellular,19,nov,1,-1,0,unknown,no
44,5063,418,management,single,tertiary,no,no,no,cellular,27,oct,2,-1,0,unknown,yes
42,7041,386,blue-collar,married,primary,no,yes,no,cellular,28,jul,4,-1,0,unknown,no
37,654,594,entrepreneur,single,secondary,no,no,no,unknown,19,may,2,-1,0,unknown,no
47,1890,161,management,married,tertiary,no,no,no,cellular,8,jul,1,-1,0,unknown,no
32,2400,450,unemployed,married,secondary,no,yes,yes,cellular,5,feb,3,-1,0,unknown,no
46,519,217,blue-collar,married,secondary,no,yes,no,cellular,25,aug,6,-1,0,unknown,no
39,1190,136,technician,single,tertiary,no,no,no,cellular,8,aug,1,-1,0,unknown,no
28,229,322,services,single,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
26,203,104,student,single,secondary,no,no,no,cellular,16,nov,1,196,1,failure,no
52,1818,189,technician,married,secondary,no,no,yes,cellular,17,nov,2,111,4,failure,no
42,1289,250,unemployed,married,secondary,no,no,no,cellular,15,jul,4,415,2,failure,yes
33,39,123,technician,divorced,tertiary,no,no,no,cellular,19,aug,5,-1,0,unknown,no
73,796,427,retired,married,primary,no,no,no,cellular,23,oct,1,182,2,failure,yes
35,57,632,admin.,single,secondary,no,no,yes,cellular,8,jul,2,-1,0,unknown,no
40,1548,101,management,married,tertiary,no,yes,no,cellular,13,apr,3,-1,0,unknown,no
51,117,467,technician,married,secondary,no,no,no,cellular,24,aug,2,88,4,other,yes
37,0,640,admin.,single,secondary,no,yes,no,cellular,16,apr,2,-1,0,unknown,no
39,691,517,management,married,tertiary,no,yes,yes,cellular,16,apr,1,255,1,failure,no
28,64,160,blue-collar,married,secondary,no,yes,no,unknown,13,may,3,-1,0,unknown,no
49,0,177,technician,divorced,tertiary,no,yes,no,cellular,12,jun,3,-1,0,unknown,no
36,957,206,admin.,married,secondary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
45,118,208,technician,married,secondary,no,yes,no,unknown,7,may,2,-1,0,unknown,no
29,218,169,technician,single,tertiary,no,yes,no,cellular,12,apr,1,-1,0,unknown,no
35,724,287,management,married,secondary,no,yes,no,cellular,14,jul,2,415,1,failure,yes
35,20,505,housemaid,married,tertiary,no,yes,yes,cellular,17,jul,3,-1,0,unknown,no
30,-28,284,blue-collar,married,secondary,no,yes,no,cellular,18,may,2,371,1,failure,no
46,665,89,blue-collar,married,primary,no,no,no,cellular,30,jan,4,235,2,failure,no
25,5,138,student,single,tertiary,no,no,no,cellular,29,sep,1,-1,0,unknown,no
36,925,321,management,married,tertiary,no,no,no,cellular,14,dec,3,189,4,success,yes
42,2519,262,blue-collar,married,primary,no,yes,no,unknown,15,may,4,-1,0,unknown,no
57,3927,61,admin.,married,secondary,no,no,no,cellular,13,oct,1,-1,0,unknown,no
42,401,217,management,divorced,tertiary,no,yes,no,cellular,24,jul,9,-1,0,unknown,no
29,581,192,management,married,tertiary,no,yes,yes,cellular,14,jul,2,-1,0,unknown,no
36,1327,174,technician,married,tertiary,no,no,no,cellular,29,oct,2,-1,0,unknown,no
31,3242,292,unemployed,married,secondary,no,no,no,unknown,25,jun,2,-1,0,unknown,no
59,3163,240,technician,married,primary,no,yes,no,unknown,29,may,2,-1,0,unknown,no
50,32,282,unemployed,divorced,secondary,no,no,no,cellular,4,aug,2,-1,0,unknown,no
47,310,128,admin.,married,secondary,no,yes,yes,telephone,14,aug,6,-1,0,unknown,no
46,0,161,housemaid,married,primary,no,no,no,telephone,2,feb,1,-1,0,unknown,no
26,155,291,blue-collar,single,primary,no,yes,no,cellular,29,jan,1,244,4,failure,no
31,11386,356,services,single,secondary,no,yes,no,cellular,20,nov,1,-1,0,unknown,no
30,1380,294,services,married,tertiary,no,yes,no,unknown,21,may,2,-1,0,unknown,no
47,2443,422,blue-collar,single,unknown,no,no,no,unknown,18,jun,1,-1,0,unknown,no
23,1129,806,technician,single,tertiary,no,yes,no,unknown,28,may,1,-1,0,unknown,yes
44,4232,227,unemployed,single,primary,no,no,no,unknown,16,jun,1,-1,0,unknown,no
42,5564,560,self-employed,married,secondary,no,no,no,cellular,17,nov,2,-1,0,unknown,no
32,-402,135,services,single,secondary,no,yes,no,cellular,17,apr,1,-1,0,unknown,no
28,1323,361,admin.,single,secondary,no,yes,no,unknown,3,jun,1,-1,0,unknown,no
57,1623,246,retired,married,primary,no,yes,yes,cellular,18,jul,1,-1,0,unknown,no
38,1042,419,technician,married,tertiary,no,yes,no,cellular,4,feb,2,-1,0,unknown,no
22,2488,449,student,single,secondary,no,no,no,cellular,8,nov,2,38,10,other,yes
54,865,71,admin.,married,secondary,no,yes,no,cellular,17,nov,1,-1,0,unknown,no
32,-1053,357,technician,married,tertiary,no,yes,no,cellular,21,jul,3,-1,0,unknown,no
32,1667,164,management,married,tertiary,no,yes,no,cellular,18,nov,2,179,3,failure,no
59,975,263,admin.,divorced,secondary,no,yes,no,unknown,15,may,4,-1,0,unknown,no
45,2571,146,technician,married,secondary,no,no,no,unknown,18,jun,2,-1,0,unknown,no
53,732,759,unknown,married,primary,no,no,no,cellular,27,oct,2,-1,0,unknown,yes
50,769,72,admin.,divorced,secondary,no,no,no,cellular,28,jul,2,363,4,failure,no
34,-136,131,technician,married,secondary,no,yes,yes,cellular,12,aug,2,-1,0,unknown,no
35,3636,808,admin.,divorced,secondary,no,no,yes,cellular,21,nov,2,-1,0,unknown,yes
30,931,1183,management,married,tertiary,no,no,no,cellular,17,jul,1,-1,0,unknown,no
62,565,123,housemaid,married,secondary,no,no,no,cellular,4,sep,3,-1,0,unknown,no
40,271,483,blue-collar,married,secondary,no,yes,no,unknown,29,may,2,-1,0,unknown,no
26,1153,238,self-employed,single,tertiary,no,no,no,cellular,4,may,3,-1,0,unknown,no
34,-73,90,management,married,tertiary,no,yes,no,cellular,11,jul,1,-1,0,unknown,no
50,558,464,unknown,married,unknown,no,no,no,cellular,9,jul,1,683,6,failure,yes
31,137,385,unknown,divorced,tertiary,no,no,no,cellular,22,aug,9,-1,0,unknown,no
35,700,240,technician,married,secondary,no,yes,no,unknown,23,may,2,-1,0,unknown,no
